"hz","epi_year","epi_week","territory","date","province","pop","n_sdb_all","n_outcome","n_success","n_delay","n_timely","n_vaccinated","n_vacc_status","against_evd","suspend_activities","n_events","fatalities","open","n_hf","n_networks","n_frequencies","road_length","n_mines","day","r_mean","r_se","r_lci","r_uci","confirmed","probable","cases","dead","nosocomial","contact","cases_prev","cases_curr","cases_wt","p_success_prev","p_success_curr","p_timely_prev","p_timely_curr","r_sdb_to_pop_prev","r_sdb_to_pop_curr","p_nosocomial_prev","p_nosocomial_curr","p_epi_link_prev","p_epi_link_curr","vcp_1w_lag0","vcp_1w_lag2","vcp_2w_lag0","vcp_2w_lag2","vcp_4w_lag0","vcp_4w_lag2","n_against_evd_1w_lag0","n_suspensions_1w_lag0","n_against_evd_1w_lag2","n_suspensions_1w_lag2","n_against_evd_2w_lag0","n_suspensions_2w_lag0","n_against_evd_2w_lag2","n_suspensions_2w_lag2","n_against_evd_4w_lag0","n_suspensions_4w_lag0","n_against_evd_4w_lag2","n_suspensions_4w_lag2","rate_events_1w_lag0","rate_fatalities_1w_lag0","rate_events_1w_lag2","rate_fatalities_1w_lag2","rate_events_2w_lag0","rate_fatalities_2w_lag0","rate_events_2w_lag2","rate_fatalities_2w_lag2","rate_events_4w_lag0","rate_fatalities_4w_lag0","rate_events_4w_lag2","rate_fatalities_4w_lag2","etc_open","etc_open_1w_lag0","etc_open_1w_lag0_cat","etc_open_1w_lag2","etc_open_1w_lag2_cat","etc_open_2w_lag0","etc_open_2w_lag0_cat","etc_open_2w_lag2","etc_open_2w_lag2_cat","etc_open_4w_lag0","etc_open_4w_lag0_cat","etc_open_4w_lag2","etc_open_4w_lag2_cat","rate_hf","rate_road_length","rate_mines","p_success_prev_cat","p_success_curr_cat","p_timely_prev_cat","p_timely_curr_cat","r_sdb_to_pop_prev_cat","r_sdb_to_pop_curr_cat","p_nosocomial_prev_cat","p_nosocomial_curr_cat","p_epi_link_prev_cat","p_epi_link_curr_cat","vcp_1w_lag0_cat","vcp_1w_lag2_cat","vcp_2w_lag0_cat","vcp_2w_lag2_cat","vcp_4w_lag0_cat","vcp_4w_lag2_cat","n_against_evd_1w_lag0_cat","n_against_evd_1w_lag2_cat","n_against_evd_2w_lag0_cat","n_against_evd_2w_lag2_cat","n_against_evd_4w_lag0_cat","n_against_evd_4w_lag2_cat","n_suspensions_1w_lag0_cat","n_suspensions_1w_lag2_cat","n_suspensions_2w_lag0_cat","n_suspensions_2w_lag2_cat","n_suspensions_4w_lag0_cat","n_suspensions_4w_lag2_cat","rate_events_1w_lag0_cat","rate_events_1w_lag2_cat","rate_events_2w_lag0_cat","rate_events_2w_lag2_cat","rate_events_4w_lag0_cat","rate_events_4w_lag2_cat","rate_fatalities_1w_lag0_cat","rate_fatalities_1w_lag2_cat","rate_fatalities_2w_lag0_cat","rate_fatalities_2w_lag2_cat","rate_fatalities_4w_lag0_cat","rate_fatalities_4w_lag2_cat","n_networks_cat","n_frequencies_cat","rate_hf_cat","rate_road_length_cat","rate_mines_cat","ln_r_mean","p_curr"
"Kalunguta",2019,5,"Beni",2019-02-04,"North Kivu",212947,0,NA,NA,NA,NA,0,0,0,0,6,26,NA,143,3.00555555555556,15,817.356972604,0,183,NA,NA,NA,NA,1,0,1,1,0,1,0,2,1.4142135623731,0.25,1,1,1,1.17400104251293,0.939200834010341,NA,0,NA,1,NA,0,NA,0,0,0.689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,2.81760250203102,12.2096108421344,0,0,4.6960041700517,12.6792112591396,0.939200834010341,0.46960041700517,5.63520500406204,13.1488116761448,2.81760250203102,1.87840166802068,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,"0.25 to 0.49",">= 0.75","1.00","1.00","0.01 to 1.99","0.01 to 1.99",NA,"0%",NA,"> 66%",NA,"< 25%",NA,"< 25%","< 25%","50 to 74%","0","0","0","0","0","0","0","0","0","0","0","0","0.1 to 4.9","0","0.1 to 4.9","0.1 to 4.9",">= 5.0","0.1 to 4.9",">= 10.0","0",">= 10.0","0.1 to 9.9",">= 10.0","0.1 to 9.9","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",NA,1
"Kalunguta",2019,6,"Beni",2019-02-11,"North Kivu",212947,1,1,1,1,1,0,1,1,1,11,19,NA,143,3.00555555555556,15,817.356972604,0,190,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1.4142135623731,0.666666666666667,1,1,1,1.6436014595181,0.234800208502585,0,0,1,1,0,NA,0,0,0,0.689655172413793,1,1,0,0,1,1,0,0,1,1,0,0,5.16560458705687,8.92240792309824,1.87840166802068,0.46960041700517,7.9832070890879,21.1320187652327,1.87840166802068,0.46960041700517,9.86160875710858,21.6016191822378,2.81760250203102,0.939200834010341,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,"0.50 to 0.74",">= 0.75","1.00","1.00","0.01 to 1.99","0.01 to 1.99","0%","0%","> 66%","> 66%","< 25%",NA,"< 25%","< 25%","< 25%","50 to 74%","1","0","1","0","1","0","1","0","1","0","1","0",">= 5.0","0.1 to 4.9",">= 5.0","0.1 to 4.9",">= 5.0","0.1 to 4.9","0.1 to 9.9","0.1 to 9.9",">= 10.0","0.1 to 9.9",">= 10.0","0.1 to 9.9","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",NA,0.5
"Kalunguta",2019,7,"Beni",2019-02-18,"North Kivu",212947,0,NA,NA,NA,NA,0,0,0,0,6,7,NA,143,3.00555555555556,15,817.356972604,0,197,NA,NA,NA,NA,1,0,1,1,0,1,2,1,1.73205080756888,1,1,1,1,0.939200834010341,0.234800208502585,0,0,1,1,NA,NA,0,NA,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2.81760250203102,3.28720291903619,2.81760250203102,12.2096108421344,7.9832070890879,12.2096108421344,4.6960041700517,12.6792112591396,12.6792112591396,24.888822101274,5.63520500406204,13.1488116761448,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,">= 0.75",">= 0.75","1.00","1.00","0.01 to 1.99","0.01 to 1.99","0%","0%","> 66%","> 66%",NA,NA,"< 25%",NA,"< 25%","< 25%","0","0","1","0","1","0","0","0","1","0","1","0","0.1 to 4.9","0.1 to 4.9",">= 5.0","0.1 to 4.9",">= 5.0",">= 5.0","0.1 to 9.9",">= 10.0",">= 10.0",">= 10.0",">= 10.0",">= 10.0","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",NA,0.333333333333333
"Kalunguta",2019,8,"Beni",2019-02-25,"North Kivu",212947,0,NA,NA,NA,NA,0,2,0,0,3,3,NA,143,3.00555555555556,15,817.356972604,0,204,0.817318023939525,0.326050022595412,0.333333333333333,1.33333333333333,1,0,1,0,0,1,1,2,1.73205080756888,1,NA,1,NA,0.234800208502585,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1.40880125101551,1.40880125101551,5.16560458705687,8.92240792309824,4.22640375304653,4.6960041700517,7.9832070890879,21.1320187652327,12.2096108421344,25.8280229352844,9.86160875710858,21.6016191822378,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,">= 0.75",NA,"1.00",NA,"0.01 to 1.99","0","0%","0%","> 66%","> 66%","< 25%","< 25%","< 25%","< 25%","< 25%","< 25%","0","1","0","1","1","1","0","1","0","1","1","1","0.1 to 4.9",">= 5.0","0.1 to 4.9",">= 5.0",">= 5.0",">= 5.0","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9",">= 10.0",">= 10.0",">= 10.0","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",-0.201727001675534,0.666666666666667
"Kalunguta",2019,9,"Beni",2019-03-04,"North Kivu",212947,0,NA,NA,NA,NA,1,3,0,0,1,0,NA,143,3.00555555555556,15,817.356972604,0,211,NA,NA,NA,NA,3,0,3,2,0,2,1,4,2.23606797749979,1,NA,1,NA,0.234800208502585,0,0,0,1,0.75,0.769230769230769,NA,0.625,0,0.571428571428572,0,0,0,0,0,0,0,1,1,1,1,1,1,0.46960041700517,0,2.81760250203102,3.28720291903619,1.87840166802068,1.40880125101551,7.9832070890879,12.2096108421344,9.86160875710858,13.6184120931499,12.6792112591396,24.888822101274,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,">= 0.75",NA,"1.00",NA,"0.01 to 1.99","0","0%","0%","> 66%","> 66%",">= 75%",NA,"50 to 74%","< 25%","50 to 74%","< 25%","0","0","0","1","1","1","0","0","0","1","1","1","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9",">= 5.0",">= 5.0",">= 5.0","0","0.1 to 9.9","0.1 to 9.9",">= 10.0",">= 10.0",">= 10.0","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",NA,0.8
"Kalunguta",2019,10,"Beni",2019-03-11,"North Kivu",212947,0,NA,NA,NA,NA,0,0,0,0,2,12,NA,143,3.00555555555556,15,817.356972604,0,218,NA,NA,NA,NA,0,0,0,0,0,0,2,3,2.23606797749979,NA,NA,NA,NA,0,0,0,0,1,0.666666666666667,NA,0,0.769230769230769,0,0.625,0,0,0,0,0,0,0,0,0,0,0,1,1,0.939200834010341,5.63520500406204,1.40880125101551,1.40880125101551,1.40880125101551,5.63520500406204,4.22640375304653,4.6960041700517,5.63520500406204,10.3312091741137,12.2096108421344,25.8280229352844,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,NA,NA,NA,NA,"0","0","0%","0%","> 66%","> 66%",NA,"< 25%",">= 75%","< 25%","50 to 74%","< 25%","0","0","0","0","0","1","0","0","0","0","0","1","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9",">= 5.0",">= 5.0","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9",">= 10.0",">= 10.0","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",NA,0.6
"Kalunguta",2019,11,"Beni",2019-03-18,"North Kivu",212947,0,NA,NA,NA,NA,0,0,0,0,2,0,NA,143,3.00555555555556,15,817.356972604,0,225,NA,NA,NA,NA,0,0,0,0,0,0,4,0,2,NA,NA,NA,NA,0,0,0,NA,0.75,NA,NA,0.769230769230769,NA,0.625,0.625,0.571428571428572,0,0,0,0,0,0,0,0,0,0,1,1,0.939200834010341,0,0.46960041700517,0,1.87840166802068,5.63520500406204,1.87840166802068,1.40880125101551,3.75680333604136,7.04400625507755,9.86160875710858,13.6184120931499,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,NA,NA,NA,NA,"0","0","0%",NA,"> 66%",NA,NA,">= 75%",NA,"50 to 74%","50 to 74%","50 to 74%","0","0","0","0","0","1","0","0","0","0","0","1","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9",">= 5.0","0","0","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9",">= 10.0","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",NA,0
"Kalunguta",2019,12,"Beni",2019-03-25,"North Kivu",212947,2,0,0,2,2,0,1,0,0,1,2,NA,143,3.00555555555556,15,817.356972604,0,232,NA,NA,NA,NA,0,0,0,0,0,0,3,0,1.73205080756888,NA,NA,NA,1,0,0.46960041700517,0,NA,0.666666666666667,NA,0,NA,0,0.769230769230769,0.689655172413793,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0.46960041700517,0.939200834010341,0.939200834010341,5.63520500406204,1.40880125101551,0.939200834010341,1.40880125101551,5.63520500406204,2.81760250203102,6.57440583807238,5.63520500406204,10.3312091741137,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,NA,NA,NA,"1.00","0","0.01 to 1.99","0%",NA,"> 66%",NA,"< 25%",NA,"< 25%",">= 75%","50 to 74%","50 to 74%","0","0","0","0","0","0","0","0","0","0","0","0","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9",">= 5.0","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9",">= 10.0","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",NA,0
"Kalunguta",2019,13,"Beni",2019-04-01,"North Kivu",212947,2,1,1,2,2,0,0,0,0,2,0,NA,143,3.00555555555556,15,817.356972604,0,239,NA,NA,NA,NA,1,0,1,1,0,0,0,1,1,NA,1,NA,1,0,0.939200834010341,NA,0,NA,0,NA,NA,0,NA,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0.939200834010341,0,0.939200834010341,0,1.40880125101551,0.939200834010341,1.87840166802068,5.63520500406204,3.28720291903619,6.57440583807238,3.75680333604136,7.04400625507755,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,NA,">= 0.75",NA,"1.00","0","0.01 to 1.99",NA,"0%",NA,"<33%",NA,NA,"< 25%",NA,"< 25%","50 to 74%","0","0","0","0","0","0","0","0","0","0","0","0","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0","0","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",NA,1
"Kalunguta",2019,14,"Beni",2019-04-08,"North Kivu",212947,0,NA,NA,NA,NA,0,1,0,0,4,8,NA,143,3.00555555555556,15,817.356972604,0,246,2.44249815749302,0.632693133519248,1.25,3.75,2,0,2,1,0,2,0,3,1.73205080756888,NA,1,1,1,0.46960041700517,0.46960041700517,NA,0,NA,0.666666666666667,0,0,0,0,0,0.689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,1.87840166802068,3.75680333604136,0.46960041700517,0.939200834010341,2.81760250203102,3.75680333604136,1.40880125101551,0.939200834010341,4.22640375304653,4.6960041700517,2.81760250203102,6.57440583807238,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,NA,">= 0.75","1.00","1.00","0.01 to 1.99","0.01 to 1.99",NA,"0%",NA,"> 66%","< 25%","< 25%","< 25%","< 25%","< 25%","50 to 74%","0","0","0","0","0","0","0","0","0","0","0","0","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",0.893021350581607,1
"Kalunguta",2019,15,"Beni",2019-04-15,"North Kivu",212947,7,7,2,7,6,0,2,0,0,0,0,NA,143,3.00555555555556,15,817.356972604,0,253,1.78252499757535,0.25065105110392,1.36363636363636,2.27272727272727,2,0,2,2,0,1,1,4,2.23606797749979,1,0.285714285714286,1,0.857142857142857,0.939200834010341,1.6436014595181,0,0,0,0.75,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.939200834010341,0,1.87840166802068,3.75680333604136,1.40880125101551,0.939200834010341,3.28720291903619,4.6960041700517,3.28720291903619,6.57440583807238,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,">= 0.75","0.25 to 0.49","1.00","< 1.00","0.01 to 1.99","0.01 to 1.99","0%","0%","<33%","> 66%","< 25%",NA,"< 25%","< 25%","< 25%","< 25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0","0","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",0.578030897093171,0.8
"Kalunguta",2019,16,"Beni",2019-04-22,"North Kivu",212947,3,3,3,3,3,0,9,0,0,0,0,NA,143,3.00555555555556,15,817.356972604,0,260,1.38143701358501,0.292909939170609,0.8,1.9525,8,0,8,6,1,6,3,10,3.60555127546399,1,0.5,1,0.9,0.46960041700517,2.34800208502585,0,0.1,0.666666666666667,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87840166802068,3.75680333604136,0,0,2.81760250203102,3.75680333604136,2.81760250203102,3.75680333604136,4.22640375304653,4.6960041700517,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,">= 0.75","0.50 to 0.74","1.00","< 1.00","0.01 to 1.99","2.00 to 3.99","0%","> 0%","> 66%","> 66%","< 25%","< 25%","< 25%","< 25%","< 25%","< 25%","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1 to 4.9","0","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0","0.1 to 9.9","0","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",0.32312427156961,0.769230769230769
"Kalunguta",2019,17,"Beni",2019-04-29,"North Kivu",212947,5,5,5,5,5,1,4,1,1,0,0,NA,143,3.00555555555556,15,817.356972604,0,267,0.701915572752987,0.125920474506945,0.451190476190476,0.952380952380952,7,0,7,3,1,3,4,15,4.35889894354067,0.285714285714286,1,0.857142857142857,1,1.6436014595181,1.87840166802068,0,0.133333333333333,0.75,0.6,0.689655172413793,0,0.357142857142857,0,0.307692307692308,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1.87840166802068,3.75680333604136,1.87840166802068,3.75680333604136,3.28720291903619,4.6960041700517,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,"0.25 to 0.49",">= 0.75","< 1.00","1.00","0.01 to 1.99","0.01 to 1.99","0%","> 0%","> 66%","33 to 66%","50 to 74%","< 25%","25 to 49%","< 25%","25 to 49%","< 25%","1","0","1","0","1","0","1","0","1","0","1","0","0","0","0","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0","0","0","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",-0.353942148922586,0.789473684210526
"Kalunguta",2019,18,"Beni",2019-05-06,"North Kivu",212947,5,5,5,5,4,0,16,1,0,5,17,NA,143,3.00555555555556,15,817.356972604,0,274,0.592829386028055,0.172347864131722,0.307692307692308,0.923076923076923,11,1,12,3,1,10,10,19,5.3851648071345,0.5,1,0.9,0.9,2.34800208502585,2.34800208502585,0.1,0.105263157894737,0.7,0.684210526315789,0,0,0.25974025974026,0,0.181818181818182,0,1,0,0,0,2,1,0,0,2,1,0,0,2.34800208502585,7.9832070890879,0,0,2.34800208502585,7.9832070890879,0,0,2.34800208502585,7.9832070890879,2.81760250203102,3.75680333604136,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,"0.50 to 0.74",">= 0.75","< 1.00","< 1.00","2.00 to 3.99","2.00 to 3.99","> 0%","> 0%","> 66%","> 66%","< 25%","< 25%","25 to 49%","< 25%","< 25%","< 25%","1","0","2","0","2","0","0","0","1","0","1","0","0.1 to 4.9","0","0.1 to 4.9","0","0.1 to 4.9","0.1 to 4.9","0.1 to 9.9","0","0.1 to 9.9","0","0.1 to 9.9","0.1 to 9.9","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",-0.522848634656597,0.655172413793103
"Kalunguta",2019,19,"Beni",2019-05-13,"North Kivu",212947,4,4,4,4,4,0,13,3,0,5,4,NA,143,3.00555555555556,15,817.356972604,0,281,0.606613302894822,0.173757844530108,0.272727272727273,0.909090909090909,11,0,11,8,2,11,15,23,6.16441400296898,1,1,1,0.888888888888889,1.87840166802068,2.11320187652327,0.133333333333333,0.130434782608696,0.6,0.91304347826087,0,0.689655172413793,0,0.357142857142857,0.13986013986014,0.307692307692308,3,0,1,1,4,0,1,1,5,1,1,1,2.34800208502585,1.87840166802068,0,0,4.6960041700517,9.86160875710858,0,0,4.6960041700517,9.86160875710858,1.87840166802068,3.75680333604136,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,">= 0.75",">= 0.75","1.00","< 1.00","0.01 to 1.99","2.00 to 3.99","> 0%","> 0%","33 to 66%","> 66%","< 25%","50 to 74%","< 25%","25 to 49%","< 25%","25 to 49%",">= 3","1",">= 3","1",">= 3","1","0","1","0","1","1","1","0.1 to 4.9","0","0.1 to 4.9","0","0.1 to 4.9","0.1 to 4.9","0.1 to 9.9","0","0.1 to 9.9","0","0.1 to 9.9","0.1 to 9.9","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",-0.499863753709595,0.605263157894737
"Kalunguta",2019,20,"Beni",2019-05-20,"North Kivu",212947,2,2,2,2,2,2,10,1,0,3,3,NA,143,3.00555555555556,15,817.356972604,0,288,0.862522872962803,0.338401523611175,0.2,1.6,10,0,10,6,3,9,19,21,6.32455532033676,1,1,0.9,1,2.34800208502585,1.40880125101551,0.105263157894737,0.238095238095238,0.684210526315789,0.952380952380952,0.625,0,0.388349514563107,0.25974025974026,0.333333333333333,0.181818181818182,1,0,1,0,4,0,2,1,6,1,2,1,1.40880125101551,1.40880125101551,2.34800208502585,7.9832070890879,3.75680333604136,3.28720291903619,2.34800208502585,7.9832070890879,6.10480542106721,11.2704100081241,2.34800208502585,7.9832070890879,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,">= 0.75",">= 0.75","< 1.00","1.00","2.00 to 3.99","0.01 to 1.99","> 0%","> 0%","> 66%","> 66%","50 to 74%","< 25%","25 to 49%","25 to 49%","25 to 49%","< 25%","1","1",">= 3","2",">= 3","2","0","0","0","1","1","1","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9",">= 5.0","0.1 to 4.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9",">= 10.0","0.1 to 9.9","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",-0.147893611051092,0.525
"Kalunguta",2019,21,"Beni",2019-05-27,"North Kivu",212947,4,4,4,4,4,0,3,2,0,3,0,NA,143,3.00555555555556,15,817.356972604,0,295,1.00803866689501,0.424786578500956,0.25,1.75,3,1,4,1,1,2,23,14,6.08276253029822,1,1,0.888888888888889,1,2.11320187652327,1.40880125101551,0.130434782608696,0.285714285714286,0.91304347826087,0.785714285714286,0,0,0.547945205479452,0,0.25,0.13986013986014,2,0,3,0,3,0,4,0,7,0,5,1,1.40880125101551,0,2.34800208502585,1.87840166802068,2.81760250203102,1.40880125101551,4.6960041700517,9.86160875710858,7.51360667208272,11.2704100081241,4.6960041700517,9.86160875710858,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,">= 0.75",">= 0.75","< 1.00","1.00","2.00 to 3.99","0.01 to 1.99","> 0%","> 0%","> 66%","> 66%","< 25%","< 25%","50 to 74%","< 25%","25 to 49%","< 25%","2",">= 3",">= 3",">= 3",">= 3",">= 3","0","0","0","0","0","1","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9",">= 5.0","0.1 to 4.9","0","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9",">= 10.0","0.1 to 9.9","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",0.00800652892834349,0.378378378378378
"Kalunguta",2019,22,"Beni",2019-06-03,"North Kivu",212947,0,NA,NA,NA,NA,0,3,0,0,5,4,NA,143,3.00555555555556,15,817.356972604,0,302,0.583134449007265,0.230208850130346,0.142857142857143,1.14285714285714,4,0,4,2,0,2,21,8,5.3851648071345,1,1,1,1,1.40880125101551,0.939200834010341,0.238095238095238,0.125,0.952380952380952,0.5,0,0.625,0,0.388349514563107,0.330578512396694,0.333333333333333,0,0,1,0,2,0,4,0,6,0,6,1,2.34800208502585,1.87840166802068,1.40880125101551,1.40880125101551,3.75680333604136,1.87840166802068,3.75680333604136,3.28720291903619,7.51360667208272,5.16560458705687,6.10480542106721,11.2704100081241,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,">= 0.75",">= 0.75","1.00","1.00","0.01 to 1.99","0.01 to 1.99","> 0%","> 0%","> 66%","33 to 66%","< 25%","50 to 74%","< 25%","25 to 49%","25 to 49%","25 to 49%","0","1","2",">= 3",">= 3",">= 3","0","0","0","0","0","1","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9","0.1 to 4.9",">= 5.0",">= 5.0","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9",">= 10.0","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",-0.539337503426471,0.275862068965517
"Kalunguta",2019,23,"Beni",2019-06-10,"North Kivu",212947,4,4,3,4,4,1,7,1,0,8,2,NA,143,3.00555555555556,15,817.356972604,0,309,0.629498011540793,0.232492041892903,0.166666666666667,1,5,0,5,4,2,3,14,9,4.79583152331272,1,0.75,1,1,1.40880125101551,0.939200834010341,0.285714285714286,0.222222222222222,0.785714285714286,0.555555555555556,0.526315789473684,0,0.425531914893617,0.547945205479452,0.5,0.25,1,0,2,0,1,0,3,0,4,0,7,0,3.75680333604136,0.939200834010341,1.40880125101551,0,6.10480542106721,2.81760250203102,2.81760250203102,1.40880125101551,8.92240792309824,4.22640375304653,7.51360667208272,11.2704100081241,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,">= 0.75",">= 0.75","1.00","1.00","0.01 to 1.99","0.01 to 1.99","> 0%","> 0%","> 66%","33 to 66%","50 to 74%","< 25%","25 to 49%","50 to 74%","50 to 74%","25 to 49%","1","2","1",">= 3",">= 3",">= 3","0","0","0","0","0","0","0.1 to 4.9","0.1 to 4.9",">= 5.0","0.1 to 4.9",">= 5.0",">= 5.0","0.1 to 9.9","0","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9",">= 10.0","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",-0.462832584294157,0.391304347826087
"Kalunguta",2019,24,"Beni",2019-06-17,"North Kivu",212947,7,7,4,7,7,0,3,0,0,7,5,NA,143,3.00555555555556,15,817.356972604,0,316,NA,NA,NA,NA,6,0,6,4,0,5,8,11,4.35889894354067,1,0.636363636363636,1,1,0.939200834010341,2.58280229352844,0.125,0.181818181818182,0.5,0.727272727272727,0,0,0.425531914893617,0,0.307692307692308,0.330578512396694,0,0,0,0,1,0,2,0,3,0,6,0,3.28720291903619,2.34800208502585,2.34800208502585,1.87840166802068,7.04400625507755,3.28720291903619,3.75680333604136,1.87840166802068,10.8008095911189,5.16560458705687,7.51360667208272,5.16560458705687,0,0,"no",0,"no",0,"no",0,"no",0,"no",0,"no",67.1528596317393,383.831175176922,0,">= 0.75","0.50 to 0.74","1.00","1.00","0.01 to 1.99","2.00 to 3.99","> 0%","> 0%","33 to 66%","> 66%","< 25%","< 25%","25 to 49%","< 25%","25 to 49%","25 to 49%","0","0","1","2",">= 3",">= 3","0","0","0","0","0","0","0.1 to 4.9","0.1 to 4.9",">= 5.0","0.1 to 4.9",">= 5.0",">= 5.0","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","0.1 to 9.9","< 4 networks","10-19 frequencies",">= 50.0","200-399 Km","no mining",NA,0.578947368421053
